week,hidrology,HE_RALCO,HS_PALMUCHO,HE_PANGUE,HS_ANGOSTURA,HE_ELTORO,HS_ABANICO,HS_ANTUCO,HS_RUCUE,HS_QUILLECO,TUCAPEL,HS_LAJA_1,HS_EL_DIUTO,HE_CIPRESES,HS_OJOS_DE_AGUA,B_C_ISLA,HS_ISLA,HS_CURILLINQUE,HS_LOMA_ALTA,LMAULE,HS_LA_MINA,B_M_ISLA,B_MAULE,C_MELADO,HS_LOS_HIERROS,HS_LOS_HIERROS_2,HS_ROBLERIA,HE_PEHUENCHE,HE_COLBUN,HS_MACHICURA,HS_SAN_IGNACIO,HS_CHIBURGO,HS_SAN_CLEMENTE,HE_PILMAIQUEN,HS_RUCATAYO,HS_BLANCO,HS_HORNITOS,HS_JUNCAL,HS_LOS_QUILOS,HS_CHACABUQUITO,HS_LA_CONFLUENCIA,HS_LA_HIGUERA,HE_RAPEL,HS_CHACAYES,HE_CANUTILLAR,HP_ALFALFAL,HP_ALLIPEN,HP_MHAH,HP_ALTO_RENAICO,HS_ANCOA,HP_AUX_DEL_MAIPO,HP_BIFURCADA,HP_BOQUIAMARGO,HP_BUREO,HP_CALIBORO,HP_CALLAO,HP_CAPULLO,HP_CARENA,HP_CARILAFQUEN,HP_CAVANCHA,HP_CHANLEUFU,HP_CHAPIQUINA,HP_COLLIL,HP_CONTRA,HP_CONVENTO_VIEJO,HP_COYA,HP_CUMBRES,HP_CUMPEO,HP_CURILEUFU,HP_DONA_HILDA,HP_DONGO,HP_DONGUIL,HP_DON_WALTERIO,HP_DOSAL,HP_DOS_VALLES,HP_EL_AGRIO,HP_EL_ARRAYAN,HP_EL_CANELO,HP_EL_COLORADO,HP_EL_GALPON,HP_EL_LLANO,HP_EL_MANZANO,HP_EL_MIRADOR,HP_EL_PASO,HP_EL_RINCON,HP_EL_TARTARO,HP_MHT2,HP_ENSENADA,HP_EYZAGUIRRE,HP_FLORIDA_1,HP_FLORIDA_2,HP_FLORIDA_3,HP_GUAYACAN,HP_BONITO_MC1,HP_BONITO_MC2,HP_ITATA,HP_LAS_FLORES,HP_LAS_VERTIENTES,HP_LA_ARENA,HP_LA_MONTANA_1,HP_LA_MONTANA_2,HP_LA_PALOMA,HP_LA_VINA,HP_LICAN,HP_LIRCAY,HP_LLEUQUEREO,HP_LOS_BAJOS,HP_LOS_CORRALES_1,HP_LOS_CORRALES_2,HP_LOS_MOLLES,HP_LOS_MORROS,HP_LOS_PADRES,HP_MAISAN,HP_MAITENES,HP_MALALCAHUELLO,HP_MALLARAUCO,HP_MAMPIL,HP_MARIA_ELENA,HP_MARIPOSAS,HP_MELO,HP_MOLINERA_VILLARRICA,HP_MSA_1,HP_MUCHI,HP_MULCHEN,HP_MUNILQUE_1,HP_MUNILQUE_2,HP_NALCAS,HP_PEHUI,HP_PEUCHEN,HP_PICHILONCO,HP_PICOIQUEN,HP_PIUTEL,HP_PROVIDENCIA,HP_PUCLARO,HP_PULELFU,HP_PULLINQUE,HP_PUNTILLA,HP_PURISIMA,HP_QUELTEHUES,HP_RECA,HP_RENAICO,HP_RININAHUE,HP_RIO_COLORADO,HP_RIO_HUASCO,HP_RIO_TRUENO,HP_SANTA_ELENA,HP_SANTA_ISABEL,HP_MHSR,HP_SAN_ANDRES,HP_SAUCEANDES,HP_SAUZAL,HP_SAUZALITO,HP_TRAILELFU,HP_TRANQUIL,HP_TRUFULTRUFUL,HP_VOLCAN,HP_ALFALFAL_2,HP_LAS_LAJAS,HS_LOS_CONDORES,HP_CIPRESILLOS,HP_EL_PINAR,HP_CORRENTOSO,HP_HIDROPALMAR,HP_LAS_NIEVES,HP_AILLIN,HP_CH_LOS_LAGOS,HP_COSAPILLA,HP_LA_COMPANIA_2,HP_CH_EL_ATAJO,HP_CH_CORRALES,HP_PALACIOS,BESS_ALFALFAL,HP_CH_ALTO_BONITO,HP_CHILCO,HP_DIGUA,HP_EL_BRINCO,HP_HIDROMOCHO,HP_LA_CONFIANZA,HP_PANGUIPULLI,HP_QUILLAILEO,HP_TRUPAN,HP_MORAGA,HP_PIEDRAS_NEGRAS,HP_SAN_JOSE,HP_SAN_LUIS,HP_RININAHUE_2
13,1990,38.4,0,15.68,21.61,11.65,0.8,7.14,2.2,0,11.47,4.71,0,13.86,0,0,0,0,0,4.8,11.32,1.33,4.68,24.94,0,0,0,0,4.4,0,0,0,0,70.16,0,1.1,2.31,0,2.14,0,6.69,7.05,38.01,15.87,36.21,7.78,1.47,1.1,0.73,4.84,1.58,0.13,0.21,0.4,0.67,1.22,4.27,5,8.06,1.8,3.98,0.51,3.92,0.12,2.84,6.71,2.55,1.36,0.08,0.12,2.48,0.14,1.28,0.07,1.06,0.55,0.06,1.94,1.12,0.69,0.48,2.56,0.54,14.5,0.16,0.01,0.9,1.97,0.5,0,5.52,1.36,5.8,5.04,1.07,1.23,0.66,0.93,3.01,0.59,0.36,1.48,0.31,10.07,8.38,0.43,2.98,0.22,0.13,2.18,0.89,0.31,0.13,8.14,1.27,1.9,4.36,0.14,2.48,1.41,0.06,1.2,0.41,0.55,0.1,0.1,3.16,0.62,6.38,0.41,4.32,0.11,12.51,2.6,1.98,11.16,10.19,0.06,21.61,0.45,3.53,0.48,2.26,1.66,2.02,0.54,0.47,0.5,7.52,0.32,19.91,3.1,0.58,1.65,0.38,5.74,12,17.21,0,2.34,6.59,1.52,2.47,1.66,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.1,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
14,1990,82.5,0,37.18,44.84,15.82,1.16,10.41,3.3,0,14.21,4.33,0,20.09,0,0,0,0,0,5.84,18.17,2.14,7.41,34.17,0,0,0,0,6.89,0,0,0,0,105.15,0,1.29,3.36,0,2.93,0,10.04,10.56,62.64,23.79,149.42,11.66,2.2,1.1,1.09,7.25,2.13,0.2,0.32,0.6,1.01,1.83,6.41,7.49,12.08,1.8,5.97,0.76,5.87,0.17,4.26,10.06,3.82,2.04,0.12,0.19,3.72,0.21,1.91,0.1,1.59,0.83,0.1,2.9,1.68,1.04,0.59,3.83,0.8,21.74,0.24,0.02,0.9,2.95,0.65,0,6.68,1.78,8.69,7.55,1.6,0.2,0.99,1.39,5.7,0.88,0.54,2.22,0.46,15.09,12.55,0.65,4.19,0.32,0.19,3.26,1.34,0.46,0.19,12.2,1.91,2.85,6.53,0.21,3.72,2.11,0.12,1.8,0.62,0.82,0.15,0.15,4.73,0.92,9.56,0.61,6.47,0.25,18.74,3.9,2.97,16.72,15.27,0.07,32.39,0.98,5.28,0.72,5.21,2.49,3.03,0.8,0.7,0.5,11.27,0.49,29.83,4.64,0.87,2.47,0.71,8.61,17.99,25.79,0,3.51,9.88,2.28,3.7,2.49,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.15,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
15,1990,251.02,0,87.28,118.09,70.82,5.47,49.08,16.35,0,57.43,10.07,0,30.89,0,0,0,0,0,8.02,29.61,3.49,13.01,80.65,0,0,0,0,14.99,0,0,0,0,152.27,0,1.68,4.16,0,3.8,0,14.53,15.3,90.62,34.46,34.77,16.88,3.18,1.1,1.58,10.5,2.88,0.29,0.46,0.87,1.46,2.66,9.28,10.84,17.49,1.8,8.65,1.11,8.5,0.25,6.16,14.57,5.54,2.95,0.17,0.27,5.39,0.3,2.77,0.14,2.31,1.2,0.14,4.21,2.43,1.5,1.01,5.55,1.16,31.47,0.34,0.03,0.9,4.27,1.23,0,11.05,3.04,12.59,10.93,2.32,25.2,1.44,2.02,2.95,1.27,0.78,3.22,0.67,21.86,18.18,0.94,5.86,0.47,0.27,4.72,1.93,0.67,0.28,17.67,2.77,4.13,9.45,0.31,5.38,3.06,0.18,2.61,0.9,1.19,0.22,0.22,6.85,0.97,13.85,0.89,9.37,0.27,27.14,5.65,4.3,24.21,22.12,0.15,46.9,1.32,7.65,1.05,4.79,3.6,4.39,1.16,1.02,0.5,16.32,0.7,43.2,6.72,1.26,3.57,1.03,12.47,26.05,37.34,0,5.08,14.3,3.3,5.35,3.6,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.22,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
16,1990,67.11,0,18.22,32.41,23.72,1.89,16.92,6.05,0,17.27,3.82,0,11.36,0,0,0,0,0,3.06,10.86,1.28,5.58,31.2,0,0,0,0,6.07,0,0,0,0,82.29,0,0.94,2.11,0,1.97,0,7.85,8.27,57.37,18.62,14.56,9.12,1.72,1.1,0.85,5.68,1.48,0.16,0.25,0.47,0.79,1.44,5.01,5.86,9.45,1.8,4.67,0.6,4.59,0.14,3.33,7.88,2.99,1.6,0.09,0.15,2.91,0.16,1.5,0.08,1.25,0.65,0.08,2.27,1.31,0.81,0.47,3,0.63,17.01,0.19,0.01,0.9,2.31,0.58,0,5.09,1.59,6.8,5.91,1.25,6.9,0.78,1.09,1.25,0.69,0.42,1.74,0.36,11.81,9.83,0.51,3.15,0.25,0.15,2.55,1.05,0.36,0.15,9.55,1.49,2.23,5.11,0.17,2.91,1.65,0.12,1.41,0.48,0.64,0.12,0.12,3.7,0.35,7.49,0.48,5.06,0.08,14.67,3.05,2.32,13.09,11.8,0.09,25.35,0.82,4.13,0.57,3.44,1.95,2.37,0.63,0.55,0.5,8.82,0.38,23.35,3.63,0.68,1.93,0.56,6.74,14.08,20.18,0,2.75,7.73,1.79,2.89,1.95,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0.22,0.12,6.48,1.04,0.34,0.39,8,0.6,0.6,0.6,0.6,0.6
17,1990,81.53,0,21,42.63,19.28,1.42,15.83,5.91,0,10.42,1.26,0,10.75,0,0,0,0,0,3.58,9.7,1.26,7.19,36.59,0,0,0,0,6.94,0,0,0,0,79.99,0,0.83,1.44,0,1.4,0,3.03,6.46,27.05,15.95,43.48,6.14,1.47,1.1,0.72,0,1.6,0.13,0.24,0.61,0.66,0.95,4.99,4.96,9.51,1.8,3.94,0.45,3.88,0.18,9.36,5.74,1.35,1.32,0.12,0.12,3.32,0.14,1.63,0.03,0.44,0.59,0.08,2.31,1.11,0.69,0.43,2.71,0.86,6.98,0.16,0.01,0.9,1.68,0.23,0,5.98,1.34,5.92,4.37,0.78,7.7,0.66,0.92,2.95,0.57,0.39,0.86,0.31,9.96,5.41,0.61,3.03,0.43,0.37,2.01,0.69,0.57,0.33,8.62,2.75,1.88,9.01,0.17,1.93,1.55,0.24,1.3,0.41,0.83,0.15,0.15,2.49,0.61,13.68,0.63,4.87,0.25,11.71,2.52,4.01,14.22,10.08,0.08,19.98,0.7,3.49,0.48,2.16,1.4,3.09,0.8,0.7,0.5,2.17,0.23,15.26,2.37,1.31,1.63,0.47,5.31,6.73,10.4,0,1.8,6.31,1.18,1.92,2.65,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.1,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
18,1990,234.5,0,56.7,115.86,81.48,6.18,69.04,26.89,0,36.61,4.22,0,26.17,0,0,0,0,0,9.07,23.52,3.06,20.1,98.03,0,0,0,0,19.51,0,0,0,0,126.44,0,1.51,2.12,0,2.16,0,4.78,10.21,57.4,25.21,84.56,9.71,2.33,1.1,1.14,0,2.54,0.21,0.39,0.96,1.05,1.5,7.88,7.84,15.03,1.8,6.23,0.71,6.13,0.28,14.8,9.07,2.13,2.09,0.19,0.19,5.25,0.22,2.58,0.05,0.7,0.93,0.13,3.66,1.75,1.09,0.69,4.29,1.36,11.03,0.25,0.02,0.9,2.66,0.37,0,9.7,2.12,9.35,6.9,1.24,31.65,1.04,1.45,5.71,0.9,0.61,1.37,0.48,15.75,8.56,0.96,4.76,0.67,0.58,3.18,1.08,0.9,0.52,13.62,4.35,2.98,14.24,0.27,3.04,2.45,0.34,2.06,0.65,1.32,0.24,0.24,3.93,0.96,21.62,1,7.7,0.43,18.51,3.99,6.34,22.47,15.94,0.2,31.59,1.4,5.51,0.76,4.81,2.21,4.88,1.27,1.1,0.5,3.43,0.37,24.12,3.75,2.08,2.58,0.58,8.4,10.63,16.44,0,2.84,9.98,1.87,3.03,4.19,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.16,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
19,1990,173,0,34.81,84.56,31.51,2.41,26.96,10.9,0,13.21,9.59,0,15.77,0,0,0,0,0,5.44,13.83,1.8,11.91,48.32,0,0,0,0,12.31,0,0,0,0,126.44,0,1.37,2.04,0,2.07,0,4.78,10.21,67.09,25.21,48.18,9.71,2.33,1.1,1.14,0,2.38,0.21,0.39,0.96,1.05,1.5,7.88,7.84,15.03,1.8,5.56,0.71,6.13,0.28,14.8,9.07,2.13,2.09,0.19,0.19,5.25,0.22,2.58,0.05,0.7,0.93,0.13,3.66,1.75,1.09,0.64,4.29,1.36,11.03,0.25,0.02,0.9,2.66,0.37,0,8.76,2.12,9.35,6.9,1.24,13.68,1.04,1.45,3.3,0.9,0.61,1.37,0.48,15.75,8.56,0.96,4.55,0.67,0.58,3.18,1.08,0.9,0.52,13.62,4.35,2.98,14.24,0.27,3.04,2.45,0.36,2.06,0.65,1.32,0.24,0.24,3.93,0.96,21.62,1,7.7,0.37,18.51,3.99,6.34,22.47,15.94,0.27,31.59,1.4,5.51,0.76,4.61,2.21,4.88,1.27,1.1,0.5,3.43,0.37,24.12,3.75,2.08,2.58,0.64,8.4,10.63,16.44,0,2.84,9.98,1.87,3.03,4.19,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.16,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
20,1990,163.02,0,29.47,79.74,26.24,1.98,22.17,9.33,0,11.86,4.54,0,16.77,0,0,0,0,0,5.54,14.12,1.84,10.72,43.44,0,0,0,0,14.13,0,0,0,0,144.5,0,0.88,2.56,0,2.37,0,5.47,11.68,84.18,28.81,44.81,11.1,2.66,1.1,1.3,0,2.5,0.24,0.44,1.1,1.2,1.72,9.01,8.95,17.18,1.8,7.12,0.81,7,0.32,16.92,10.37,2.43,2.38,0.22,0.21,6,0.25,2.95,0.05,0.8,1.07,0.15,4.18,2,1.25,0.61,4.9,1.56,12.6,0.28,0.02,0.9,3.04,0.42,0,8.17,2.42,10.69,7.89,1.42,9.04,1.18,1.66,3.09,1.03,0.7,1.56,0.55,18,9.78,1.1,5.01,0.77,0.66,3.63,1.24,1.03,0.59,15.57,4.97,3.4,16.28,0.31,3.48,2.8,0.41,2.36,0.74,1.5,0.28,0.28,4.49,1.1,24.71,1.14,8.8,0.26,21.15,4.56,7.25,25.68,15.76,0.28,36.1,1.6,6.3,0.86,8.15,2.53,5.57,1.45,1.26,0.5,3.92,0.42,27.57,4.29,2.37,2.94,0.85,9.6,12.15,18.79,0,3.24,11.4,2.14,3.46,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.18,10.01,1.04,0.34,0.49,8,0.6,0.6,0.6,0.6,0.6
21,1990,386.46,0,65.72,138.23,69.24,4.84,57.51,25.55,0,37.3,0.88,0,22.05,0,0,0,0,0,6.18,17.51,2.31,9.38,49.87,0,0,0,0,18.68,0,0,0,0,217.83,0,0.95,2.78,0,2.66,0,5.39,11.05,58.96,23.38,177.39,11.2,3.04,1.1,1.49,0,2.71,0.08,0.26,1.93,1.37,2.07,10.32,9.74,21.97,1.8,3.91,0.87,8,0.37,19.33,0,2.93,2.09,0.25,0.23,6.86,0.29,3.37,0.04,0.69,1.94,0.17,6.58,2.29,1.43,0.65,5.6,3.19,10.15,0.32,0.02,0.9,4.56,0.35,0,9.27,2.77,10.2,9.46,1.73,38.83,1.35,1.9,7.77,0.61,0.61,1.02,0.17,20.57,11.18,1.34,5.61,0.91,1.13,3.81,1.11,1.59,0.67,17.58,10.25,3.89,27.09,0.35,3.97,3.2,0.48,3.34,0.84,2.64,0.48,0.48,5.42,1.26,41.01,1.3,20.37,0.29,30,4.32,9.19,39.19,16.89,0.46,36.36,1.83,7.2,0.99,2.75,2.55,6.4,2.29,1.44,0.5,3.79,0.42,23.76,3.7,2.86,3.36,0.97,9.67,10.6,17.35,0,2.8,13.46,2.57,4.17,5.3,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.05,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
22,1990,285.74,0,45.86,102.58,49.36,3.41,40.5,18.7,0,28.14,4.33,0,18.95,0,0,0,0,0,5.14,14.59,1.92,6.84,42.3,0,0,0,0,16.56,0,0,0,0,190.6,0,0.89,2.28,0,2.16,0,4.72,9.67,61.69,20.46,86.5,9.8,2.66,1.1,1.3,0,2.4,0.07,0.23,1.69,1.2,1.81,9.03,8.52,19.22,1.8,7.12,0.76,7,0.32,16.92,0,2.56,1.83,0.22,0.2,6,0.25,2.95,0.04,0.6,1.7,0.15,5.76,2,1.25,0.57,4.9,2.79,8.88,0.28,0.02,0.9,3.99,0.27,0,8.11,2.12,8.93,8.28,1.51,27.23,1.18,1.66,6.8,0.53,0.54,0.89,0.15,18,9.78,1.17,4.92,0.8,0.99,3.33,0.97,1.39,0.59,15.38,8.97,3.4,23.7,0.31,3.48,2.8,0.42,2.92,0.74,2.31,0.42,0.42,4.74,1.1,35.89,1.14,17.82,0.44,26.25,3.78,8.05,34.29,16.94,0.36,31.82,1.6,6.3,0.86,2.64,2.23,5.6,2,1.26,0.5,3.32,0.36,20.79,3.23,2.5,2.94,0.37,8.46,9.27,15.18,0,2.45,11.78,2.25,3.65,4.63,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.05,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
23,1990,341.95,0,48.91,120.65,62.81,4.27,50.77,23.27,0,36.59,2.89,0,22.43,0,0,0,0,0,6.45,16.9,2.23,7.58,47.93,0,0,0,0,19.48,0,0,0,0,217.83,0,0.9,2.67,0,2.45,0,5.39,11.05,78.66,23.38,102.04,11.2,3.04,1.1,1.49,0,2.66,0.08,0.26,1.93,1.37,2.07,10.32,9.74,21.97,1.8,8.14,0.87,8,0.37,19.33,0,2.93,2.09,0.25,0.23,6.86,0.29,3.37,0.04,0.69,1.94,0.17,6.58,2.29,1.43,0.82,5.6,3.19,10.15,0.32,0.02,0.9,4.56,0.4,0,11.83,2.86,10.2,9.46,1.73,30.34,1.35,1.9,7.77,0.61,0.61,1.02,0.17,20.57,11.18,1.34,5.56,0.91,1.13,3.81,1.11,1.59,0.67,17.58,10.25,3.89,27.09,0.35,3.97,3.2,0.54,3.34,0.84,2.64,0.48,0.48,5.42,1.26,41.01,1.3,20.37,0.56,30,4.32,9.19,39.19,18.81,0.39,36.36,1.83,7.2,0.99,3.87,2.55,6.4,2.29,1.44,0.5,3.79,0.42,23.76,3.7,2.86,3.36,0.65,9.67,10.6,17.35,0,2.8,13.46,2.57,4.17,5.3,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.05,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
24,1990,319.29,0,40.11,109.62,45.1,3.01,35.81,15.56,0,26,6.83,0,16.01,0,0,0,0,0,5.27,11.88,1.57,5.61,37.21,0,0,0,0,14.54,0,0,0,0,166.78,0,0.74,1.97,0,1.76,0,4.13,8.46,65.8,17.9,67.33,8.58,2.33,1.1,1.14,0,2.05,0.06,0.2,1.48,1.05,1.58,7.9,7.46,16.82,1.8,6.23,0.66,6.13,0.28,14.8,0,2.24,1.6,0.19,0.18,5.25,0.22,2.58,0.03,0.53,1.48,0.13,5.04,1.75,1.09,0.55,4.29,2.44,7.77,0.25,0.02,0.9,3.49,0.27,0,8,2.12,7.81,7.25,1.33,20.56,1.04,1.45,5.43,0.47,0.47,0.78,0.13,15.75,8.56,1.02,4.27,0.7,0.87,2.92,0.85,1.22,0.52,13.46,7.85,2.98,20.74,0.27,3.04,2.45,0.41,2.56,0.65,2.02,0.37,0.37,4.15,0.96,31.4,1,15.59,0.34,22.97,3.31,7.04,30.01,14.52,0.32,27.84,1.4,5.51,0.76,2.77,1.95,4.9,1.75,1.1,0.5,2.91,0.32,18.19,2.83,2.19,2.58,0.34,7.4,8.11,13.28,0,2.14,10.31,1.97,3.19,4.06,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,0,0.04,6.87,1.04,0.34,0.83,8,0.6,0.6,0.6,0.6,0.6
25,1990,293.66,0,40.75,133.19,46.63,3.35,33.87,13.18,0,25.56,4.34,0,18.38,0,0,0,0,0,7.9,12.79,1.65,7.42,40.27,0,0,0,0,16.66,0,0,0,0,170.3,0,0.7,2.34,0,1.89,0,4.7,9.85,98.33,20.64,49.3,9.5,2.66,1.1,1.3,0,2.3,0.24,0.22,1.16,1.2,1.46,9.01,7.74,16.88,1.8,3.57,0.78,7,0.32,16.92,11.3,2.06,1.92,0.22,0.24,6,0.25,2.95,0.03,0.5,1.18,0.15,5.23,1.96,1.25,0.63,4.9,1.67,7.56,0.28,0.02,0.9,1.95,0,0,9.43,2.42,8.96,6.73,1.13,18.47,1.03,1.66,2.78,0.71,0.72,0.87,0.55,18,9.78,0.53,4.83,0.79,0.85,3.63,1.24,1.02,0.59,14.31,8.98,3.4,17.06,0.31,3.48,2.8,0.44,2.92,0.64,1.58,0.29,0.29,3.77,1.1,25.42,1.14,16.79,0.21,26.25,2.83,7.46,32.9,16.53,0.37,28.99,1.6,6.3,0.86,2.65,2.22,5.6,1.41,1.26,0.5,3.32,0.36,21.75,3.38,2.5,2.94,0.85,7.71,8.11,13.66,0,2.56,11.4,1.81,2.93,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.18,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
26,1990,236.24,0,36.06,109.84,37.52,2.65,26.8,9.84,0,20.32,15.5,0,17.98,0,0,0,0,0,8.65,12.3,1.59,7.53,38.25,0,0,0,0,16.3,0,0,0,0,170.3,0,0.91,2.24,0,2.01,0,4.7,9.85,110.58,20.64,50.23,9.5,2.66,1.1,1.3,0,2.36,0.24,0.22,1.16,1.2,1.46,9.01,7.74,16.88,1.8,3.5,0.78,7,0.32,16.92,11.3,2.06,1.92,0.22,0.24,6,0.25,2.95,0.03,0.5,1.18,0.15,5.23,1.96,1.25,0.61,4.9,1.67,7.56,0.28,0.02,0.9,1.95,0,0,9.24,2.42,8.96,6.73,1.13,15.71,1.03,1.66,2.83,0.71,0.72,0.87,0.55,18,9.78,0.53,4.89,0.79,0.85,3.63,1.24,1.02,0.59,14.31,8.98,3.4,17.06,0.31,3.48,2.8,0.49,2.92,0.64,1.58,0.29,0.29,3.77,1.1,25.42,1.14,16.79,0.34,26.25,2.83,7.46,32.9,16.07,0.38,28.99,1.6,6.3,0.86,2.81,2.22,5.6,1.41,1.26,0.5,3.32,0.36,21.75,3.38,2.5,2.94,0.85,7.71,8.11,13.66,0,2.56,11.4,1.81,2.93,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.18,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
27,1990,204.37,0,32.64,96.58,32.93,2.35,23.76,8.37,0,17.24,20.49,0,16.37,0,0,0,0,0,8.31,11.65,1.5,7.11,37.35,0,0,0,0,15.56,0,0,0,0,170.3,0,0.73,2.4,0,2.01,0,4.7,9.85,105.28,20.64,31.24,9.5,2.66,1.1,1.3,0,2.05,0.24,0.22,1.16,1.2,1.46,9.01,7.74,16.88,1.8,2.29,0.78,7,0.32,16.92,11.3,2.06,1.92,0.22,0.24,6,0.25,2.95,0.03,0.5,1.18,0.15,5.23,1.96,1.25,0.55,4.9,1.67,7.56,0.28,0.02,0.9,1.95,0,0,8.4,2.42,8.96,6.73,1.13,28.45,1.03,1.66,1.8,0.71,0.72,0.87,0.55,18,9.78,0.53,4.67,0.79,0.85,3.63,1.24,1.02,0.59,14.31,8.98,3.4,17.06,0.31,3.48,2.8,0.49,2.92,0.64,1.58,0.29,0.29,3.77,1.1,25.42,1.14,16.79,0.49,26.25,2.83,7.46,32.9,14.5,0.38,28.99,1.6,6.3,0.86,2.71,2.22,5.6,1.41,1.26,0.5,3.32,0.36,21.75,3.38,2.5,2.94,0.85,7.71,8.11,13.66,0,2.56,11.4,1.81,2.93,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.18,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
28,1990,166.02,0,26.73,79.01,31.98,2.37,23.98,8.24,0,15.77,21.86,0,14.93,0,0,0,0,0,7.58,11.74,1.52,6.76,37.56,0,0,0,0,14.91,0,0,0,0,149.01,0,0.7,1.88,0,1.66,0,4.1,8.62,88.4,18.07,28.49,8.31,2.33,1.1,1.14,0,1.95,0.21,0.19,1.01,1.05,1.27,7.88,6.77,14.77,1.8,6.23,0.68,6.13,0.28,14.8,9.89,1.8,1.68,0.19,0.21,5.25,0.22,2.58,0.03,0.44,1.03,0.13,4.58,1.72,1.09,0.56,4.29,1.46,6.62,0.25,0.02,0.9,1.7,0,0,8.26,2.12,7.84,5.89,0.99,25.3,0.9,1.45,1.64,0.62,0.63,0.76,0.48,15.75,8.56,0.47,4.18,0.69,0.74,3.18,1.08,0.89,0.52,12.53,7.86,2.98,14.92,0.27,3.04,2.45,0.44,2.55,0.56,1.38,0.25,0.25,3.3,0.96,22.24,1,14.69,0.26,22.97,2.48,6.53,28.79,14.57,0.29,25.36,1.4,5.51,0.76,2.42,1.94,4.9,1.23,1.1,0.5,2.91,0.32,19.03,2.96,2.19,2.58,0.74,6.74,7.1,11.96,0,2.24,9.98,1.58,2.57,4.19,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,1.8,0.16,7.69,1.04,0.26,0.62,8,0.6,0.6,0.6,0.6,0.6
29,1990,605.4,0,88.11,260.35,132.26,7.4,112.63,38.13,0,62.87,2.23,0,23.54,0,0,0,0,0,11.33,22.68,2.75,10.35,83.1,0,0,0,0,26.67,0,0,0,0,205.03,0,0.87,2.61,0,2.34,0,6.36,13.16,94.93,25.75,218.08,10.97,3.04,1.1,1.49,0,2.53,0.27,0.4,2.43,1.37,1.35,10.14,10.31,21.98,1.8,5.24,0.75,8,0.37,19.33,4.76,1.91,2.75,0.25,0.19,6.86,0.29,3.37,0.02,0.34,2.02,0.17,6.37,2.29,1.43,0.73,5.6,3.37,6.26,0.32,0.02,0.9,5.64,0,0,10.59,2.77,10.92,6.27,0.95,49.26,0.94,1.9,7.77,1.33,1.24,1.75,0.63,20.57,11.18,1.54,5.45,0.86,1.06,3.99,1.76,2.31,0.67,14.94,10.26,3.89,38.03,0.35,3.97,3.2,0.56,3.43,0.58,3.32,0.61,0.61,3.43,1.26,59.03,1.3,20.37,0.53,30,4.08,8.12,44.3,19.18,0.48,33.13,1.83,7.2,0.99,4.07,2.91,6.4,2.17,1.44,0.5,4.3,0.38,29.38,4.57,1.39,3.36,0.97,8.81,8.6,15.18,0,3.46,13.03,1.68,2.72,5.47,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,17.78,0.21,11.04,1.04,0.34,0.78,8,0.6,0.6,0.6,0.6,0.6
