name,profile
COLCHAGUA_FV,Profile_FV_Rapel01
FINIS_TERRAE_E2_FV,Profile_FV_Chuquicamata03
MITCHI_FV,Profile_FV_Cardones01
CONDOR_FV,Profile_FV_Rapel01
NEWENTUN_FV,Profile_FV_Rapel01
NANCAGUA_FV,Profile_FV_Ancoa01
CHIMBARONGO_NIEBLAFV,Profile_FV_Ancoa01
PALERMO_FV,Profile_FV_Rapel01
AVEL_FV,Profile_FV_Charrua01
MANAO_FV,Profile_FV_Quillota02
LA_COLONIA_FV,Profile_FV_AltoJahuel02
ALGARROBO_V_FV,Profile_FV_Ancoa01
LUCUMO_FV,Profile_FV_Charrua01
FV testigo 1,Profile_FV testigo 1
Almonte,Profile_Tata_inti
Arica_Solar,Profile_FV_Parinacota01
Cardones_FV,Profile_FV_Maitencillo02
Carrera_Pinto_II,Profile_CARRERA_PINTO_FV
CEME1,Profile_FV_CEME_1
Elena_FV,Profile_FV_Chuquicamata03
FV_Sol_de_Atacama,Profile_FV_Cardones01
Guanaco_Solar,Profile_FV_Cumbres01
Lascar,Profile_FV_Kimal01
Ovalle 023 VI,Profile_FV_Pazucar01
PF_Quillagua,Profile_Quillagua
PF_Tocopilla,Profile_FV_Kimal01
PFV Las Cachanas,Profile_FV_AltoJahuel02
PFV_Sol_de_Vallenar,Profile_PFV_Sol_de_Vallenar
Pica,Profile_FV_Lagunas03
Pintados,Profile_POZO_ALMONTE_3_FV
PMGD FV Quillon,Profile_FV_Charrua01
PuntadelViento,Profile_Punta_del_Viento_FV
Salar_de_Huasco,Profile_POZO_ALMONTE_2_FV
San Felipe 012 VII,Profile_FV_Quillota02
Solar_Toro,Profile_FV_Paposo03
Sur_Viejo,Profile_FV_Lagunas03
Victoria 13.2 I,Profile_FV_Charrua01
Wara_III,Profile_POZO_ALMONTE_1_FV
FV 1,Profile_FV_DAlmagro01
FV 2,Profile_FV 2
FV 3,Profile_FV 3
CSP testigo 1,Profile_CSP01_Kimal
Sierra Gorda Solar,PFV MARIA ELENA
